userid,register_time,country
16189,2017-04-16,SG
16193,2017-04-14,TW
16196,2017-04-21,MY
16203,2017-02-28,PH
16208,2017-02-10,ID
16210,2017-05-28,MY
16216,2017-01-19,PH
16217,2017-02-08,MY
16227,2017-03-19,MY
16235,2017-04-14,TH
16245,2017-04-10,VN
16255,2017-03-02,ID
16259,2017-05-17,MY
16261,2017-04-17,TW
16271,2017-01-01,SG
16278,2017-03-24,SG
16285,2017-01-07,VN
16290,2017-05-04,MY
16292,2017-03-13,ID
16302,2017-01-09,MY
16309,2017-05-14,ID
16317,2017-01-10,SG
16327,2017-02-21,TH
16334,2017-03-25,TH
16338,2017-04-15,ID
16342,2017-03-07,ID
16345,2017-01-27,TH
16346,2017-05-30,TW
16353,2017-03-31,SG
16361,2017-05-13,PH
16362,2017-01-04,MY
16370,2017-03-12,TH
16376,2017-03-16,PH
16385,2017-02-16,ID
16386,2017-03-11,TW
16387,2017-02-02,VN
16394,2017-05-19,PH
16404,2017-04-13,TW
16410,2017-01-21,PH
16420,2017-04-05,TW
16430,2017-01-22,TH
16431,2017-05-21,PH
16434,2017-05-16,TW
16443,2017-05-16,PH
16451,2017-05-23,TW
16456,2017-03-12,TW
16465,2017-02-15,VN
16466,2017-05-09,PH
16476,2017-01-13,MY
16477,2017-03-27,PH
16482,2017-02-20,SG
16487,2017-04-11,TH
16493,2017-02-20,TH
16499,2017-04-08,TW
16508,2017-03-03,ID
16509,2017-04-17,VN
16515,2017-05-04,TW
16523,2017-03-15,VN
16530,2017-03-16,VN
16539,2017-02-25,TW
16547,2017-01-31,TW
16552,2017-02-12,MY
16559,2017-05-05,SG
16561,2017-01-24,SG
16564,2017-04-13,VN
16571,2017-01-19,ID
16575,2017-05-08,TH
16584,2017-03-05,ID
16590,2017-04-12,VN
16597,2017-03-07,PH
16603,2017-02-07,PH
16606,2017-04-25,VN
16615,2017-01-12,PH
16619,2017-05-04,TW
16629,2017-03-15,TH
16637,2017-02-28,MY
16638,2017-05-12,TH
16642,2017-03-01,TW
16650,2017-04-21,MY
16657,2017-01-01,ID
16659,2017-05-14,VN
16668,2017-05-02,TH
16672,2017-03-31,MY
16682,2017-03-20,MY
16683,2017-04-24,PH
16688,2017-02-02,PH
16693,2017-02-07,ID
16701,2017-02-18,TW
16710,2017-05-30,SG
16714,2017-02-25,SG
16717,2017-02-08,TH
16727,2017-03-27,MY
16730,2017-03-06,ID
16732,2017-03-05,TH
16736,2017-05-18,SG
16745,2017-03-29,SG
16752,2017-04-05,SG
16755,2017-01-22,ID
16765,2017-02-09,VN
16767,2017-03-24,SG
16776,2017-04-08,SG
16786,2017-05-31,TW
16789,2017-03-14,TH
16798,2017-01-06,SG
16804,2017-04-06,ID
16812,2017-05-18,VN
16821,2017-01-08,TH
16830,2017-02-19,TH
16840,2017-03-20,MY
16845,2017-02-05,VN
16854,2017-01-31,VN
16862,2017-03-08,TH
16865,2017-01-30,TW
16869,2017-02-12,TH
16875,2017-05-08,TW
16880,2017-04-09,PH
16886,2017-05-27,VN
16889,2017-03-09,MY
16896,2017-02-08,TH
16899,2017-03-06,ID
16901,2017-03-22,SG
16902,2017-05-27,MY
16905,2017-04-09,TH
16911,2017-04-24,PH
16918,2017-05-06,VN
16923,2017-02-11,PH
16924,2017-03-25,SG
16930,2017-02-02,VN
16931,2017-03-24,TW
16937,2017-01-11,SG
16944,2017-03-19,MY
16953,2017-04-21,VN
16954,2017-01-13,SG
16959,2017-02-01,TH
16963,2017-02-09,TW
16969,2017-04-24,MY
16971,2017-04-20,MY
16974,2017-06-01,PH
16975,2017-03-04,TH
16984,2017-04-12,SG
16989,2017-05-28,TW
16995,2017-02-25,TW
17000,2017-01-12,PH
17009,2017-03-23,PH
17019,2017-06-01,VN
17027,2017-01-02,SG
17034,2017-03-23,TW
17042,2017-02-07,SG
17043,2017-06-01,PH
17051,2017-01-29,SG
17061,2017-05-11,SG
17070,2017-02-18,ID
17071,2017-04-07,PH
17076,2017-02-01,ID
17082,2017-03-09,TH
17083,2017-01-11,ID
17084,2017-04-17,ID
17088,2017-05-25,SG
17096,2017-05-19,ID
17099,2017-03-07,PH
17101,2017-01-01,PH
17102,2017-02-27,TW
17108,2017-05-18,TH
17113,2017-03-08,TH
17114,2017-01-16,TW
17117,2017-01-27,TW
17126,2017-03-02,SG
17135,2017-03-17,PH
17136,2017-05-18,TW
17142,2017-04-06,ID
17145,2017-02-22,VN
17152,2017-04-08,ID
17153,2017-03-16,SG
17161,2017-02-06,ID
17170,2017-03-03,VN
17178,2017-01-09,TW
17188,2017-03-29,VN
17193,2017-01-02,MY
17194,2017-01-03,ID
17196,2017-04-20,PH
17206,2017-01-26,VN
17214,2017-02-14,TH
17220,2017-04-25,MY
17226,2017-02-02,MY
17234,2017-04-06,PH
17243,2017-04-04,MY
17250,2017-02-13,SG
17260,2017-03-10,VN
17268,2017-04-26,MY
17275,2017-05-28,VN
17285,2017-03-08,SG
17291,2017-02-04,VN
17292,2017-04-02,VN
17294,2017-02-14,ID
17299,2017-02-26,SG
17305,2017-02-11,VN
17307,2017-02-23,TH
17317,2017-01-17,VN
17320,2017-04-04,VN
17323,2017-05-13,PH
17324,2017-03-12,TH
17328,2017-03-25,ID
17335,2017-04-07,ID
17345,2017-04-23,TW
17349,2017-05-01,VN
17354,2017-03-22,PH
17361,2017-05-17,TW
17366,2017-05-22,PH
17368,2017-04-17,SG
17374,2017-02-01,ID
17378,2017-02-24,SG
17386,2017-05-06,VN
17390,2017-01-06,ID
17393,2017-05-30,PH
17399,2017-05-27,ID
17408,2017-02-20,SG
17414,2017-04-09,VN
17415,2017-01-01,ID
17421,2017-02-02,SG
17430,2017-02-28,TW
17433,2017-01-26,ID
17439,2017-03-18,TW
17443,2017-02-21,SG
17446,2017-01-27,ID
17452,2017-04-19,ID
17453,2017-01-06,PH
17454,2017-03-07,VN
17457,2017-01-15,PH
17463,2017-02-24,TH
17471,2017-03-03,VN
17476,2017-05-19,VN
17477,2017-03-13,ID
17480,2017-05-13,TH
17485,2017-04-29,TW
17493,2017-02-21,TH
17498,2017-01-10,TW
17508,2017-05-29,MY
17518,2017-05-29,TH
17522,2017-01-14,VN
17526,2017-03-23,PH
17528,2017-02-05,TW
17529,2017-01-10,VN
17537,2017-04-18,TW
17543,2017-01-09,TW
17551,2017-02-04,TH
17555,2017-03-20,TH
17562,2017-05-18,SG
17571,2017-05-23,PH
17573,2017-01-10,SG
17581,2017-05-16,VN
17589,2017-01-26,TW
17590,2017-04-21,ID
17591,2017-03-09,TH
17599,2017-05-17,TH
17609,2017-01-10,MY
17617,2017-01-27,ID
17621,2017-03-10,ID
17628,2017-05-08,MY
17630,2017-03-14,TH
17638,2017-05-26,TW
17646,2017-05-13,MY
17654,2017-05-01,TH
17663,2017-02-27,PH
17664,2017-01-07,ID
17668,2017-02-27,TH
17677,2017-02-17,PH
17678,2017-01-29,TW
17685,2017-05-09,TH
17686,2017-05-29,ID
17688,2017-01-09,TH
17695,2017-01-27,SG
17696,2017-05-10,ID
17703,2017-01-26,MY
17706,2017-02-08,SG
17711,2017-04-30,ID
17713,2017-02-08,ID
17719,2017-05-23,PH
17724,2017-04-18,PH
17734,2017-04-06,PH
17738,2017-02-26,MY
17747,2017-04-27,PH
17748,2017-04-27,VN
17758,2017-05-01,MY
17763,2017-03-21,TH
17766,2017-04-14,PH
17768,2017-01-18,MY
17774,2017-04-08,TW
17782,2017-01-10,SG
17783,2017-05-30,PH
17784,2017-05-05,ID
17788,2017-05-22,TW
17794,2017-01-21,MY
17802,2017-05-03,MY
17804,2017-05-29,MY
17810,2017-03-06,VN
17820,2017-01-07,ID
17826,2017-04-16,ID
17827,2017-05-31,TH
17828,2017-02-20,VN
17830,2017-03-13,SG
17831,2017-02-25,VN
17834,2017-02-17,SG
17836,2017-02-12,SG
17838,2017-04-03,MY
17844,2017-04-14,SG
17850,2017-05-17,TH
17857,2017-01-08,TH
17864,2017-02-05,SG
17867,2017-04-16,SG
17871,2017-04-08,TW
17881,2017-03-20,VN
17890,2017-05-28,VN
17899,2017-02-02,PH
17907,2017-03-10,TH
17908,2017-01-17,VN
17914,2017-01-05,TH
17922,2017-02-25,ID
17929,2017-05-17,PH
17933,2017-04-28,MY
17941,2017-04-21,PH
17947,2017-05-09,MY
17949,2017-03-20,TW
17959,2017-04-13,PH
17962,2017-02-18,MY
17971,2017-01-27,TH
17973,2017-04-09,MY
17979,2017-05-10,SG
17989,2017-05-24,VN
17993,2017-01-21,TW
17999,2017-05-27,VN
18009,2017-05-20,MY
18016,2017-02-25,VN
18026,2017-03-22,MY
18035,2017-03-19,PH
18037,2017-03-08,TW
18045,2017-01-22,TH
18050,2017-05-30,SG
18057,2017-04-23,ID
18064,2017-02-03,VN
18065,2017-05-15,MY
18066,2017-02-24,TW
18075,2017-05-29,TW
18079,2017-02-26,PH
18087,2017-01-12,ID
18095,2017-03-04,ID
18099,2017-01-01,ID
18109,2017-05-10,SG
18119,2017-03-07,VN
18126,2017-01-14,SG
18136,2017-01-26,VN
18146,2017-03-14,MY
18153,2017-02-26,TW
18159,2017-02-09,VN
18166,2017-02-08,TW
18172,2017-02-24,PH
18181,2017-02-23,MY
18185,2017-05-10,TW
18193,2017-01-09,VN
18197,2017-03-08,SG
18205,2017-04-04,TW
18215,2017-04-26,VN
18225,2017-04-02,TH
18227,2017-04-27,SG
18230,2017-05-27,TW
18237,2017-06-01,VN
18239,2017-03-13,VN
18245,2017-05-07,VN
18254,2017-03-13,ID
18259,2017-03-28,MY
18262,2017-05-14,VN
18271,2017-03-31,ID
18280,2017-05-09,PH
18282,2017-05-21,ID
18289,2017-01-06,SG
18299,2017-04-11,TH
18300,2017-01-26,MY
18309,2017-01-02,VN
18319,2017-04-19,SG
18326,2017-03-07,TW
18331,2017-04-11,ID
18340,2017-03-09,MY
18348,2017-05-01,ID
18349,2017-04-30,ID
18357,2017-04-01,SG
18358,2017-01-11,PH
18364,2017-05-21,PH
18369,2017-04-04,TH
18377,2017-04-18,VN
18387,2017-04-07,VN
18390,2017-03-08,ID
18391,2017-03-27,MY
18398,2017-05-12,TH
18401,2017-03-19,PH
18410,2017-04-16,VN
18417,2017-05-04,SG
18426,2017-01-19,ID
18434,2017-01-09,VN
18442,2017-03-09,PH
18452,2017-05-24,ID
18453,2017-02-01,PH
18462,2017-03-22,TW
18465,2017-01-12,VN
18467,2017-01-19,VN
18474,2017-03-19,ID
18481,2017-05-01,MY
18485,2017-06-01,MY
18489,2017-02-09,TH
18494,2017-02-22,PH
18495,2017-02-01,ID
18500,2017-04-06,VN
18509,2017-04-21,ID
18510,2017-03-04,SG
18515,2017-05-04,PH
18517,2017-04-04,PH
18523,2017-05-19,TW
18533,2017-04-27,VN
18539,2017-04-22,MY
18542,2017-02-26,PH
18547,2017-01-17,TH
18554,2017-02-09,TH
18558,2017-02-09,MY
18561,2017-01-12,MY
18570,2017-05-11,TW
18577,2017-05-29,ID
18585,2017-05-14,TH
18592,2017-05-12,TH
18595,2017-04-12,PH
18597,2017-01-26,MY
18599,2017-05-16,TW
18606,2017-05-30,ID
18610,2017-03-13,TH
18620,2017-01-30,ID
18623,2017-02-21,TH
18629,2017-05-27,MY
18639,2017-01-27,SG
18647,2017-02-21,PH
18657,2017-01-25,MY
18658,2017-02-04,PH
18667,2017-02-08,VN
18668,2017-01-11,VN
18674,2017-02-11,TH
18684,2017-04-12,VN
18690,2017-02-24,MY
18697,2017-05-05,SG
18705,2017-05-18,PH
18707,2017-01-31,ID
18708,2017-05-01,TH
18710,2017-03-11,TW
18720,2017-01-09,VN
18725,2017-05-03,ID
18730,2017-05-12,TW
18735,2017-01-07,VN
18743,2017-05-14,ID
18752,2017-05-05,VN
18757,2017-02-13,TH
18764,2017-01-03,SG
18769,2017-05-29,VN
18778,2017-01-25,TW
18786,2017-04-14,TW
18796,2017-02-06,MY
18806,2017-05-09,MY
18809,2017-03-24,MY
18812,2017-05-20,SG
18815,2017-04-22,VN
18821,2017-04-07,ID
18826,2017-02-18,TW
18829,2017-05-16,PH
18839,2017-02-23,MY
18841,2017-02-09,ID
18847,2017-04-19,TW
18853,2017-04-01,PH
18861,2017-03-28,PH
18863,2017-02-03,VN
18869,2017-01-05,ID
18876,2017-01-19,TW
18885,2017-05-04,ID
18892,2017-02-10,TW
18896,2017-01-17,TW
18902,2017-04-24,ID
18907,2017-05-19,TW
18914,2017-02-25,SG
18920,2017-03-02,TH
18928,2017-04-28,SG
18930,2017-02-12,VN
18938,2017-02-21,SG
18944,2017-04-30,SG
18948,2017-02-24,VN
18952,2017-01-23,TW
18959,2017-05-11,TW
18960,2017-05-07,ID
18965,2017-03-22,VN
18970,2017-04-27,ID
18978,2017-03-15,SG
18979,2017-05-01,ID
18983,2017-04-17,MY
18990,2017-02-03,ID
18997,2017-04-27,ID
19001,2017-04-04,TW
19008,2017-01-11,VN
19010,2017-01-15,ID
19013,2017-05-09,TH
19019,2017-02-23,MY
19025,2017-03-07,TW
19033,2017-03-16,MY
19039,2017-04-09,TW
19045,2017-02-13,MY
19046,2017-03-08,PH
19048,2017-03-14,VN
19054,2017-02-20,MY
19059,2017-01-31,ID
19064,2017-03-02,ID
19069,2017-02-22,MY
19076,2017-02-18,MY
19077,2017-05-03,TW
19085,2017-04-28,ID
19094,2017-05-23,MY
19096,2017-02-20,TW
19100,2017-01-27,ID
19104,2017-02-17,MY
19109,2017-04-21,TH
19111,2017-04-17,PH
19115,2017-01-02,SG
19122,2017-01-11,MY
19129,2017-05-31,PH
19130,2017-03-25,MY
19131,2017-04-02,TW
19139,2017-03-29,VN
19146,2017-05-13,PH
19153,2017-04-24,TW
19159,2017-03-01,TW
19168,2017-05-30,VN
19176,2017-04-01,MY
19184,2017-02-14,PH
19187,2017-05-30,VN
19191,2017-03-12,VN
19197,2017-05-20,SG
19207,2017-05-09,ID
19214,2017-01-23,VN
19219,2017-05-11,PH
19223,2017-05-15,PH
19232,2017-04-28,ID
19235,2017-05-13,ID
19244,2017-04-04,VN
19252,2017-05-17,MY
19258,2017-02-27,PH
19259,2017-01-01,VN
19269,2017-01-02,ID
19276,2017-01-27,ID
19285,2017-04-28,ID
19288,2017-05-30,SG
19294,2017-03-20,ID
19303,2017-02-23,ID
19304,2017-05-19,TW
19307,2017-05-04,VN
19316,2017-01-29,ID
19325,2017-05-30,SG
19330,2017-01-08,PH
19332,2017-03-11,SG
19339,2017-02-19,PH
19344,2017-05-18,ID
19346,2017-05-02,ID
19348,2017-02-09,SG
19350,2017-01-12,MY
19354,2017-01-03,PH
19358,2017-03-20,PH
19361,2017-02-10,SG
19362,2017-05-07,TH
19372,2017-01-20,TW
19379,2017-03-28,MY
19380,2017-05-09,ID
19386,2017-02-27,PH
19395,2017-05-11,VN
19403,2017-04-03,ID
19407,2017-04-24,ID
19412,2017-05-26,TW
19416,2017-02-26,SG
19417,2017-04-10,SG
19423,2017-03-21,TH
19425,2017-01-17,ID
19429,2017-05-22,SG
19439,2017-01-07,VN
19445,2017-04-19,MY
19446,2017-01-12,SG
19453,2017-03-13,MY
19454,2017-05-27,PH
19461,2017-04-16,TH
19470,2017-01-29,PH
19479,2017-03-13,PH
19486,2017-01-25,SG
19496,2017-04-12,VN
19501,2017-03-12,ID
19507,2017-01-25,ID
19509,2017-01-04,ID
19515,2017-03-01,TW
19517,2017-04-06,PH
19523,2017-02-05,ID
19533,2017-04-12,TW
19542,2017-01-20,SG
19551,2017-05-16,MY
19552,2017-04-27,TW
19561,2017-02-13,MY
19563,2017-04-21,ID
19567,2017-05-10,TW
19576,2017-02-22,SG
19585,2017-04-02,TH
19592,2017-03-23,ID
19601,2017-02-06,TW
19610,2017-05-11,TH
19611,2017-04-13,MY
19616,2017-03-04,TH
19620,2017-02-17,MY
19622,2017-05-31,TH
19625,2017-04-19,PH
19627,2017-03-10,TH
19631,2017-02-03,VN
19633,2017-01-13,VN
19637,2017-03-31,MY
19641,2017-04-05,PH
19651,2017-04-23,TW
19656,2017-03-13,MY
19664,2017-01-14,VN
19666,2017-03-22,PH
19674,2017-03-18,MY
19684,2017-02-21,SG
19685,2017-01-03,VN
19688,2017-05-27,TH
19692,2017-04-30,TW
19693,2017-04-12,VN
19699,2017-01-20,VN
19707,2017-04-05,TW
19717,2017-05-26,VN
19723,2017-05-30,TH
19733,2017-01-15,ID
19740,2017-03-07,TW
19750,2017-05-15,TW
19753,2017-02-05,PH
19762,2017-05-08,PH
19768,2017-05-17,TW
19775,2017-03-28,TW
19785,2017-04-26,PH
19788,2017-01-04,VN
19790,2017-03-25,MY
19798,2017-03-13,SG
19805,2017-05-08,MY
19806,2017-01-24,SG
19811,2017-01-16,VN
19816,2017-03-18,PH
19826,2017-03-28,VN
19836,2017-04-15,TH
19844,2017-06-01,TH
19846,2017-05-26,MY
19853,2017-02-02,SG
19860,2017-03-30,VN
19861,2017-05-02,ID
19866,2017-01-06,PH
19873,2017-04-28,MY
19880,2017-02-18,PH
19884,2017-04-17,ID
19892,2017-02-20,SG
19894,2017-05-01,PH
19899,2017-03-22,TW
19908,2017-03-20,PH
19913,2017-03-03,MY
19917,2017-03-31,TH
19922,2017-01-24,TH
19931,2017-05-21,VN
19937,2017-02-15,ID
19946,2017-04-03,TW
19956,2017-01-22,MY
19963,2017-01-22,VN
19972,2017-03-16,MY
19973,2017-05-11,VN
19981,2017-05-26,MY
19987,2017-05-17,TW
19993,2017-02-25,TW
19994,2017-01-10,MY
20002,2017-03-29,TW
20011,2017-05-23,SG
20021,2017-03-15,MY
20026,2017-04-17,MY
20032,2017-05-03,TW
20040,2017-01-18,VN
20041,2017-04-08,PH
20049,2017-04-22,SG
20057,2017-03-23,TW
20065,2017-02-28,PH
20071,2017-04-12,TW
20077,2017-02-24,TH
20085,2017-04-16,SG
20094,2017-05-01,TH
20104,2017-03-18,TH
20106,2017-02-12,TW
20109,2017-05-12,MY
20116,2017-01-30,TH
20120,2017-03-18,SG
20130,2017-03-02,SG
20138,2017-05-27,TH
20143,2017-02-13,PH
20147,2017-02-09,MY
20155,2017-03-31,TH
20160,2017-05-24,SG
20166,2017-02-08,SG
20169,2017-04-27,VN
20171,2017-04-29,VN
20172,2017-01-17,TH
20177,2017-04-23,VN
20184,2017-04-23,TH
20189,2017-03-15,TW
20196,2017-03-10,MY
20200,2017-04-29,VN
20205,2017-03-19,ID
20206,2017-02-25,TW
20216,2017-03-11,SG
20224,2017-04-07,TW
20234,2017-04-15,SG
20239,2017-05-03,ID
20248,2017-03-01,SG
20255,2017-05-29,PH
20256,2017-04-09,TH
20258,2017-03-03,SG
20260,2017-02-23,PH
20264,2017-04-13,TH
20274,2017-01-04,ID
20281,2017-06-01,TW
20288,2017-01-08,SG
20293,2017-03-01,PH
20303,2017-01-18,ID
20304,2017-03-02,VN
20311,2017-01-19,ID
20313,2017-02-17,TW
20321,2017-02-20,VN
20322,2017-03-25,PH
20323,2017-01-28,ID
20331,2017-05-12,TH
20340,2017-03-12,ID
20348,2017-05-01,TH
20355,2017-02-05,ID
20357,2017-05-18,MY
20366,2017-03-21,TH
20376,2017-01-04,TW
20385,2017-02-18,PH
20390,2017-02-23,ID
20399,2017-01-16,VN
20404,2017-01-19,SG
20412,2017-05-13,SG
20413,2017-05-08,ID
20415,2017-05-07,TH
20424,2017-05-20,VN
20434,2017-05-10,PH
20440,2017-02-16,PH
20445,2017-04-19,TH
20451,2017-01-07,PH
20452,2017-05-06,SG
20461,2017-04-18,MY
20468,2017-04-08,SG
20471,2017-01-20,MY
20476,2017-04-04,SG
20479,2017-03-06,MY
20483,2017-04-26,TH
20493,2017-03-10,ID
20499,2017-04-23,SG
20501,2017-02-28,SG
20504,2017-03-08,SG
20506,2017-03-13,MY
20507,2017-05-31,PH
20509,2017-01-22,SG
20510,2017-03-10,PH
20517,2017-01-28,PH
20524,2017-05-14,TW
20530,2017-02-06,TW
20537,2017-02-16,TW
20539,2017-06-01,PH
20549,2017-02-05,VN
20556,2017-05-18,TH
20563,2017-03-01,PH
20571,2017-05-16,VN
20573,2017-05-23,TW
20574,2017-02-12,SG
20582,2017-03-18,ID
20590,2017-02-10,ID
20596,2017-02-19,PH
20600,2017-03-31,TH
20609,2017-05-31,TW
20616,2017-05-10,TW
20624,2017-05-22,VN
20626,2017-02-02,PH
20634,2017-03-10,SG
20636,2017-02-07,SG
20638,2017-04-24,SG
20646,2017-04-12,TH
20651,2017-01-08,PH
20660,2017-03-08,PH
20661,2017-03-08,TW
20663,2017-03-14,ID
20669,2017-01-17,VN
20670,2017-05-20,PH
20672,2017-02-11,PH
20675,2017-01-29,TH
20680,2017-05-17,TH
20683,2017-05-06,TH
20685,2017-03-08,ID
20695,2017-01-22,SG
20704,2017-02-04,PH
20708,2017-01-14,TH
20709,2017-01-11,MY
20710,2017-03-06,MY
20713,2017-01-06,SG
20716,2017-04-08,SG
20721,2017-02-15,TW
20729,2017-04-08,TH
20732,2017-03-03,TW
20733,2017-05-27,ID
20736,2017-01-12,ID
20745,2017-02-02,SG
20753,2017-05-09,SG
20761,2017-05-20,VN
20771,2017-01-25,SG
20773,2017-03-09,SG
20783,2017-02-28,MY
20784,2017-03-01,ID
20785,2017-03-31,PH
20790,2017-04-07,SG
20797,2017-03-21,SG
20800,2017-02-19,TH
20802,2017-02-22,TW
20812,2017-01-01,TH
20817,2017-01-20,TW
20821,2017-01-01,VN
20826,2017-01-02,PH
20830,2017-01-27,ID
20840,2017-03-14,TW
20843,2017-04-03,TW
20844,2017-05-27,SG
20850,2017-04-07,ID
20853,2017-02-12,VN
20854,2017-02-25,ID
20855,2017-04-08,TH
20860,2017-02-20,ID
20867,2017-04-02,TW
20869,2017-02-09,VN
20872,2017-03-08,VN
20877,2017-02-19,ID
20886,2017-03-09,TH
20895,2017-04-16,TH
20902,2017-04-25,VN
20905,2017-05-24,SG
20912,2017-01-20,TH
20914,2017-03-20,VN
20921,2017-03-01,ID
20930,2017-01-18,MY
20937,2017-03-26,PH
20946,2017-05-28,VN
20955,2017-05-12,VN
20962,2017-04-25,SG
20964,2017-03-30,TH
20974,2017-05-10,ID
20982,2017-05-23,SG
20989,2017-03-18,PH
20996,2017-04-06,TW
21005,2017-02-27,PH
21011,2017-03-11,MY
21020,2017-01-02,VN
21024,2017-01-09,TW
21028,2017-03-09,SG
21032,2017-05-06,VN
21039,2017-05-27,VN
21044,2017-05-28,PH
21052,2017-03-08,PH
21060,2017-03-21,TH
21062,2017-05-23,ID
21067,2017-02-04,PH
21076,2017-01-17,TH
21086,2017-05-26,ID
21095,2017-03-21,TW
21098,2017-04-06,ID
21099,2017-04-06,TH
21100,2017-04-07,MY
21102,2017-03-27,TH
21111,2017-01-25,TH
21115,2017-01-10,PH
21120,2017-05-09,SG
21123,2017-01-29,MY
21129,2017-05-08,TH
21135,2017-04-30,PH
21137,2017-05-10,TH
21147,2017-02-20,ID
21148,2017-03-13,PH
21149,2017-02-02,ID
21151,2017-03-15,MY
21155,2017-01-25,MY
21164,2017-03-13,ID
21168,2017-03-01,PH
21178,2017-02-16,TW
21179,2017-04-09,MY
21185,2017-01-03,VN
21195,2017-01-19,PH
21197,2017-02-21,MY
21201,2017-03-02,MY
21207,2017-04-08,SG
21210,2017-05-03,PH
21219,2017-01-27,SG
21226,2017-05-07,TH
21228,2017-02-19,SG
21233,2017-04-18,ID
21237,2017-02-15,TH
21247,2017-05-22,VN
21256,2017-05-20,TH
21265,2017-02-17,ID
21267,2017-01-04,TH
21273,2017-03-30,MY
21274,2017-01-11,TW
21276,2017-02-27,PH
21284,2017-01-19,VN
21294,2017-02-08,SG
21302,2017-03-11,ID
21304,2017-03-02,SG
21310,2017-05-03,TH
21314,2017-04-14,VN
21317,2017-02-20,MY
21323,2017-04-20,MY
21327,2017-02-24,TW
21331,2017-01-11,PH
21341,2017-05-31,PH
21350,2017-02-13,MY
21358,2017-01-08,TH
21367,2017-01-28,PH
21369,2017-03-17,TW
21377,2017-05-02,MY
21384,2017-04-27,PH
21392,2017-02-25,TW
21402,2017-01-05,TW
21407,2017-02-28,MY
21412,2017-05-15,VN
21421,2017-05-16,ID
21428,2017-02-17,MY
21434,2017-04-08,TW
21442,2017-05-26,TW
21452,2017-03-20,MY
21453,2017-05-24,PH
21463,2017-05-28,TH
21464,2017-05-29,MY
21468,2017-04-27,TW
21473,2017-01-16,SG
21476,2017-03-26,PH
21482,2017-05-01,VN
21491,2017-01-16,VN
21496,2017-01-30,ID
21504,2017-03-21,VN
21509,2017-01-30,ID
21515,2017-01-27,MY
21524,2017-02-11,MY
21533,2017-03-30,SG
21540,2017-01-08,VN
21542,2017-05-20,SG
21551,2017-04-24,MY
21555,2017-02-17,ID
21563,2017-04-30,TH
21568,2017-01-24,TW
21577,2017-03-12,MY
21580,2017-05-08,SG
21590,2017-01-20,VN
21593,2017-01-28,VN
21603,2017-02-09,TW
21607,2017-03-09,MY
21610,2017-04-04,ID
21611,2017-04-28,SG
21618,2017-04-18,TH
21621,2017-04-22,ID
21624,2017-04-04,VN
21631,2017-02-17,SG
21637,2017-04-03,ID
21646,2017-03-11,SG
21654,2017-01-24,SG
21664,2017-04-04,SG
21669,2017-01-12,TH
21670,2017-04-14,SG
21671,2017-05-28,TH
21681,2017-04-04,TH
21688,2017-04-24,VN
21698,2017-03-29,PH
21705,2017-05-10,ID
21710,2017-03-08,TW
21715,2017-05-01,PH
21717,2017-04-03,VN
21722,2017-03-08,MY
21731,2017-05-07,TW
21732,2017-01-18,ID
21736,2017-02-05,SG
21738,2017-05-20,SG
21742,2017-05-15,ID
21750,2017-03-11,SG
21752,2017-01-26,SG
21762,2017-03-15,VN
21771,2017-01-19,PH
21773,2017-05-03,PH
21782,2017-05-23,SG
21790,2017-02-19,ID
21798,2017-03-03,VN
21800,2017-05-24,SG
21804,2017-02-23,ID
21810,2017-01-15,ID
21819,2017-01-20,MY
21825,2017-03-11,PH
21834,2017-04-10,TH
21835,2017-03-07,ID
21837,2017-05-06,VN
21842,2017-05-22,TW
21847,2017-01-27,PH
21850,2017-01-16,TW
21852,2017-02-24,MY
21857,2017-04-06,ID
21859,2017-02-12,VN
21865,2017-06-01,SG
21867,2017-05-12,ID
21871,2017-03-28,TH
21875,2017-03-12,SG
21877,2017-04-21,MY
21880,2017-05-19,TH
21885,2017-04-08,TH
21892,2017-01-17,SG
21894,2017-05-14,VN
21904,2017-01-14,VN
21907,2017-01-02,ID
21909,2017-04-09,TW
21912,2017-04-11,MY
21917,2017-02-14,SG
21921,2017-03-07,PH
21929,2017-02-18,TW
21931,2017-03-19,ID
21939,2017-05-05,PH
21943,2017-02-26,PH
21944,2017-03-01,PH
21948,2017-04-21,TW
21953,2017-05-10,ID
21962,2017-05-09,SG
21967,2017-01-17,PH
21977,2017-04-03,TH
21985,2017-03-24,SG
21989,2017-02-07,PH
21992,2017-02-17,SG
21997,2017-02-27,PH
22000,2017-02-07,TH
22001,2017-02-08,MY
22009,2017-05-22,TH
22017,2017-01-22,PH
22022,2017-03-05,SG
22026,2017-02-17,TW
22035,2017-03-02,MY
22044,2017-04-11,VN
22049,2017-04-19,ID
22051,2017-03-13,ID
22053,2017-03-14,ID
22054,2017-01-31,PH
22057,2017-03-18,SG
22063,2017-02-12,MY
22072,2017-04-12,MY
22075,2017-05-25,PH
22084,2017-01-27,ID
22087,2017-02-22,TW
22092,2017-03-08,PH
22096,2017-03-17,SG
22100,2017-04-19,SG
22108,2017-04-23,TH
22116,2017-03-14,SG
22118,2017-03-29,TH
22123,2017-05-10,VN
22125,2017-03-25,TH
