orderid,userid,itemid,gmv,order_time
1034095,59389,1880984,68,2017-05-11
1034101,28172,7983701,96,2017-02-15
1034106,61103,6864717,66,2017-04-04
1034109,38498,3100902,56,2017-01-06
1034112,28325,4436376,78,2017-05-21
1034115,42560,8356902,19,2017-03-09
1034125,40689,6698212,91,2017-04-12
1034135,23253,5728377,98,2017-01-05
1034144,25842,4313351,77,2017-04-26
1034153,19059,2250595,38,2017-03-19
1034156,47100,8035812,30,2017-04-16
1034161,34177,1425266,25,2017-01-13
1034171,60489,7003976,64,2017-01-14
1034176,68491,3685745,100,2017-01-28
1034184,54728,8901121,41,2017-02-12
1034186,18057,1838504,96,2017-01-21
1034188,22513,4857130,39,2017-04-07
1034191,67256,3000639,24,2017-02-27
1034193,47460,8930606,20,2017-03-15
1034196,41207,4988367,36,2017-02-24
1034202,57519,8858782,25,2017-05-15
1034207,24608,8308787,4,2017-03-07
1034215,31521,1311227,36,2017-01-09
1034224,44308,1578709,61,2017-04-09
1034231,29936,5378393,88,2017-05-01
1034236,12215,7476480,93,2017-04-20
1034245,52522,5958350,48,2017-03-06
1034249,49178,3638816,21,2017-05-22
1034251,69040,8245603,41,2017-04-04
1034261,36167,9231214,43,2017-01-06
1034267,46869,9212940,28,2017-02-01
1034274,22123,6898267,35,2017-02-14
1034275,54171,6267215,59,2017-01-07
1034278,15184,3716809,98,2017-03-07
1034283,46094,3760057,28,2017-05-15
1034289,14986,9018229,14,2017-03-26
1034296,19115,9026716,38,2017-04-02
1034304,53075,6076332,66,2017-04-13
1034314,22622,6976443,58,2017-01-26
1034318,20840,6175001,31,2017-05-05
1034319,34432,4304431,93,2017-04-27
1034325,64529,3890738,12,2017-02-19
1034332,32163,2117106,7,2017-01-02
1034338,16953,4990551,44,2017-01-17
1034344,38818,5934682,64,2017-05-02
1034346,66350,5369569,26,2017-05-25
1034350,55206,7437405,44,2017-02-02
1034355,38575,2362667,93,2017-01-21
1034364,44098,3183519,15,2017-03-10
1034367,31452,3769109,81,2017-04-24
1034373,32284,9255108,78,2017-05-14
1034381,42157,2264343,36,2017-04-25
1034383,61916,5844632,61,2017-05-30
1034389,15725,5270577,45,2017-01-19
1034395,32530,3389778,72,2017-03-07
1034398,62056,2796919,80,2017-05-17
1034405,58287,7945576,18,2017-01-09
1034410,15247,5813661,53,2017-05-27
1034417,40357,5814586,88,2017-01-29
1034418,42963,8341951,59,2017-03-08
1034427,32132,7248816,17,2017-05-17
1034433,11194,7861536,51,2017-01-03
1034438,10477,2758622,65,2017-04-25
1034445,49480,4526426,28,2017-01-11
1034454,12103,7342815,27,2017-01-19
1034462,48844,8324106,44,2017-01-11
1034463,28434,1664584,30,2017-01-10
1034467,30136,2322295,91,2017-05-30
1034476,50472,6603809,24,2017-02-10
1034484,39832,2586942,69,2017-04-25
1034490,39997,7471865,94,2017-01-24
1034493,50823,6771123,58,2017-03-21
1034500,32262,3118661,30,2017-05-27
1034502,33551,6157440,25,2017-02-04
1034503,17686,5740578,2,2017-05-16
1034504,54518,3972187,68,2017-04-04
1034513,69921,6502679,89,2017-05-30
1034519,19963,1749126,19,2017-04-03
1034523,11370,2358490,38,2017-02-16
1034524,22087,1488312,48,2017-05-24
1034526,12489,8973434,26,2017-03-27
1034527,44261,2899145,62,2017-03-17
1034530,11759,5866120,19,2017-04-09
1034531,33634,8134584,77,2017-02-16
1034537,56244,6244223,52,2017-04-03
1034540,58996,4650453,27,2017-01-26
1034547,20274,5885149,54,2017-01-21
1034557,69471,3609612,71,2017-02-07
1034567,43842,6675493,90,2017-02-20
1034573,55758,7843648,50,2017-04-28
1034576,18166,7093605,76,2017-05-26
1034578,63460,6895614,8,2017-03-04
1034582,70200,8282177,74,2017-03-05
1034584,37245,5950424,92,2017-01-10
1034587,66719,3281592,9,2017-02-22
1034593,48345,6810819,99,2017-01-02
1034603,55457,3004791,89,2017-01-12
1034612,40742,3895568,1,2017-01-03
1034613,55991,7258964,41,2017-02-05
1034621,15837,3565448,20,2017-05-11
1034627,58612,9312189,58,2017-04-24
1034634,29291,8856643,32,2017-02-02
1034638,41745,4309742,88,2017-04-17
1034645,12762,9317346,91,2017-05-30
1034647,36119,5202035,26,2017-03-08
1034654,14195,4311709,17,2017-01-11
1034663,68166,4076006,75,2017-02-16
1034666,22445,6973703,76,2017-03-08
1034671,64516,8019478,68,2017-03-14
1034680,54904,7398682,10,2017-02-05
1034681,13956,1887966,20,2017-04-05
1034689,19637,7765075,85,2017-01-07
1034693,22312,7471875,74,2017-02-11
1034695,26661,2996218,65,2017-01-22
1034697,25130,1843436,1,2017-01-25
1034707,16466,4920368,76,2017-01-12
1034712,46604,3577964,1,2017-02-07
1034722,33937,6357185,78,2017-03-29
1034729,67345,6504824,53,2017-01-04
1034734,67019,8953584,13,2017-04-06
1034744,41948,7531909,94,2017-03-12
1034753,19844,4849171,86,2017-03-04
1034757,66739,3675563,37,2017-02-06
1034761,45199,3842667,79,2017-03-27
1034766,11648,6931286,60,2017-03-29
1034771,41164,5100395,29,2017-01-09
1034772,42642,8783984,89,2017-04-11
1034777,65159,6576867,93,2017-01-25
1034780,50636,4810986,85,2017-02-14
1034784,66215,6402118,27,2017-02-01
1034791,68074,2964721,17,2017-03-15
1034801,52874,8371162,16,2017-01-09
1034810,49597,3659118,21,2017-02-13
1034815,63122,7780832,94,2017-05-31
1034817,27826,5170370,64,2017-02-07
1034824,38536,7333110,45,2017-04-18
1034826,65159,2352726,68,2017-03-14
1034832,40895,7554973,64,2017-02-14
1034842,35411,5337412,34,2017-02-20
1034848,55701,3644218,73,2017-05-27
1034856,31798,4801189,76,2017-04-14
1034862,60426,6700691,35,2017-03-21
1034872,42605,9303101,36,2017-02-27
1034880,48543,4980349,34,2017-02-21
1034881,57213,1507288,38,2017-01-15
1034891,69961,2900617,25,2017-04-25
1034892,27628,2559588,27,2017-03-26
1034902,64935,5152318,50,2017-05-18
1034905,50236,2673007,40,2017-03-25
1034911,32852,7369141,32,2017-04-08
1034915,66899,6552047,83,2017-03-09
1034917,63718,6681696,52,2017-04-04
1034922,63974,8034844,54,2017-05-29
1034924,52236,2057537,47,2017-05-29
1034934,57398,1678888,17,2017-03-01
1034935,51334,7572621,15,2017-03-07
1034941,35681,5207809,51,2017-01-14
1034943,42866,5851385,65,2017-04-21
1034946,60623,6604663,67,2017-02-21
1034948,13713,4590355,22,2017-02-22
1034953,49614,9153997,11,2017-03-06
1034962,21273,6632114,19,2017-03-04
1034969,30802,8367725,97,2017-03-18
1034978,64333,4901734,60,2017-04-26
1034985,14873,3889465,74,2017-04-10
1034989,56175,4871473,17,2017-05-11
1034997,50794,7710963,90,2017-04-08
1035005,39401,5854000,8,2017-03-06
1035008,64604,5391097,20,2017-05-01
1035015,31625,8308505,99,2017-02-02
1035021,41660,6757356,97,2017-01-24
1035025,54237,3040533,80,2017-03-23
1035030,16984,4562299,92,2017-05-24
1035038,69405,3029174,56,2017-05-10
1035048,54843,3605379,8,2017-03-12
1035053,40020,7562125,9,2017-01-03
1035059,59347,7291187,66,2017-04-24
1035064,26268,3329545,21,2017-03-02
1035067,30101,1413243,85,2017-04-29
1035070,18037,7015878,22,2017-01-07
1035077,20169,5675218,50,2017-03-31
1035086,46953,5181390,51,2017-04-22
1035090,13079,3656250,2,2017-02-20
1035100,27650,3936723,30,2017-05-17
1035101,40172,4671151,16,2017-05-28
1035108,44315,6634062,37,2017-04-28
1035110,29301,4434500,73,2017-03-17
1035118,25886,8248889,32,2017-01-12
1035123,13599,7759470,18,2017-01-01
1035124,25103,8647788,60,2017-01-06
1035133,35080,2376149,2,2017-03-11
1035143,33901,7815814,58,2017-05-21
1035153,51784,2022455,19,2017-04-10
1035159,46808,6685555,13,2017-04-17
1035161,52749,6254972,52,2017-05-08
1035167,62666,2002859,69,2017-03-31
1035169,48151,7691287,30,2017-01-07
1035170,69207,9179792,4,2017-02-28
1035179,62890,6859733,56,2017-04-25
1035184,68744,5558003,24,2017-04-02
1035185,27404,2391085,29,2017-03-01
1035191,51858,5162078,36,2017-05-14
1035199,46317,8877016,7,2017-05-24
1035201,49162,1563253,23,2017-05-23
1035202,32405,8832406,41,2017-03-16
1035207,63494,1611748,81,2017-03-01
1035211,21568,8324587,96,2017-03-12
1035221,28561,8507562,55,2017-03-14
1035228,53529,8168690,84,2017-05-02
1035238,45347,6742032,23,2017-01-15
1035248,26947,6871933,70,2017-02-14
1035254,37270,6221878,42,2017-01-23
1035264,42913,5793988,57,2017-04-01
1035265,54612,7746352,70,2017-05-23
1035266,15123,6323689,35,2017-02-01
1035271,13524,4959006,4,2017-02-16
1035272,64382,2910884,44,2017-04-02
1035276,32034,3373898,2,2017-02-17
1035281,44159,7666995,45,2017-01-11
1035291,62804,8240059,33,2017-03-10
1035300,14564,4679712,82,2017-01-09
1035305,17677,5165552,49,2017-01-19
1035307,59985,1872741,68,2017-03-30
1035317,33353,2631314,41,2017-03-26
1035319,56543,2776903,43,2017-05-03
1035320,41176,9026766,78,2017-01-11
1035328,50677,4595394,42,2017-03-15
1035337,67680,6975536,1,2017-04-30
1035341,51144,5638029,71,2017-05-17
1035345,38533,6123877,63,2017-04-14
1035352,42287,2364993,87,2017-01-04
1035359,25239,4125904,1,2017-03-31
1035366,46535,5963003,93,2017-04-01
1035376,33337,8284071,98,2017-02-03
1035384,14873,3614482,63,2017-01-12
1035391,30415,4670222,21,2017-05-03
1035396,42344,3194424,100,2017-02-22
1035399,40829,6810007,38,2017-03-05
1035407,21129,2960824,10,2017-05-05
1035408,23168,2276257,97,2017-03-15
1035414,33417,3381030,38,2017-04-18
1035420,19304,4545672,84,2017-01-09
1035423,39531,5194431,89,2017-04-11
1035432,44347,4046539,46,2017-02-20
1035442,25886,5185585,9,2017-02-08
1035450,49002,8178010,83,2017-01-15
1035459,31643,8859784,33,2017-05-05
1035460,67469,5416684,89,2017-03-13
1035469,35692,4630685,51,2017-03-27
1035477,35105,6096513,61,2017-02-27
1035487,16278,8693531,15,2017-04-24
1035495,51007,8170107,15,2017-04-27
1035502,13818,2943517,60,2017-05-18
1035503,39025,2796018,89,2017-04-27
1035510,20506,6339023,87,2017-05-10
1035515,54552,4830022,60,2017-01-15
1035519,26986,7994522,64,2017-04-05
1035522,39592,2199095,70,2017-05-04
1035529,56971,7562783,21,2017-05-13
1035536,32132,3892511,35,2017-05-25
1035544,61491,2326325,67,2017-04-02
1035549,13976,2972485,36,2017-05-18
1035550,29137,8308046,76,2017-05-04
1035559,62930,9030144,56,2017-05-31
1035565,51042,3321233,62,2017-05-20
1035569,21790,4498460,12,2017-05-26
1035570,19846,1953219,21,2017-04-20
1035571,45318,7421925,42,2017-03-31
1035581,18697,6618719,79,2017-05-12
1035588,13822,4800355,58,2017-04-25
1035597,42027,2654403,84,2017-03-09
1035599,47995,9164140,23,2017-05-31
1035600,44076,1865999,45,2017-01-12
1035604,17354,3846293,74,2017-04-20
1035607,15362,4968654,11,2017-01-19
1035609,41639,4235871,14,2017-01-17
1035612,47016,9322302,43,2017-02-14
1035615,38237,3888496,78,2017-04-24
1035616,31373,1676865,33,2017-01-22
1035626,30833,2663801,87,2017-01-17
1035636,50281,5367813,99,2017-03-22
1035640,60841,4189654,62,2017-03-03
1035641,50281,2025097,53,2017-04-25
1035650,57663,6526585,80,2017-03-30
1035659,16189,6603733,7,2017-02-15
1035666,51668,7635063,94,2017-02-08
1035671,17193,1926903,31,2017-03-20
1035674,61584,3616606,57,2017-02-08
1035684,61238,2929744,1,2017-05-04
1035693,33046,4717741,62,2017-04-12
1035702,23073,6345160,81,2017-03-05
1035707,57641,2727222,98,2017-05-24
1035716,14596,8868401,2,2017-04-29
1035720,51186,8956125,18,2017-02-15
1035727,61635,6868102,73,2017-02-06
1035733,16346,3963714,29,2017-02-06
1035737,51770,7286580,63,2017-05-01
1035741,46678,7029170,15,2017-05-22
1035747,63324,5390120,91,2017-01-17
1035755,67205,1365344,27,2017-02-28
1035756,11164,7784819,78,2017-01-24
1035762,28048,7451381,41,2017-01-27
1035766,37712,3104956,41,2017-02-25
1035771,54325,3756337,84,2017-03-24
1035779,46202,7638631,70,2017-04-26
1035780,11563,2807351,70,2017-05-29
1035790,65536,7884606,18,2017-01-01
1035792,29551,3864763,24,2017-03-07
1035796,29658,2769479,100,2017-01-29
1035797,44152,2374207,20,2017-01-26
1035802,21750,7895298,87,2017-04-19
1035806,37450,2370900,97,2017-05-11
1035814,33102,4949894,21,2017-01-13
1035820,53516,4923253,29,2017-05-13
1035829,48641,8852763,96,2017-01-02
1035830,42149,4568110,43,2017-04-22
1035839,57250,5685803,41,2017-01-04
1035840,41475,7922708,10,2017-05-08
1035844,17083,2112610,65,2017-04-28
1035851,49626,2231877,87,2017-05-16
1035855,32722,5050201,99,2017-02-20
1035861,15317,8213511,64,2017-02-19
1035863,61952,6746114,72,2017-02-17
1035864,58795,8049796,85,2017-02-15
1035868,22044,8106775,52,2017-02-25
1035873,45077,9132093,88,2017-04-20
1035881,52669,1842341,2,2017-01-10
1035891,35046,1836003,55,2017-01-25
1035893,38498,3486653,36,2017-01-14
1035899,54362,5873539,26,2017-03-12
1035909,17599,7458546,5,2017-04-18
1035918,66591,2990749,85,2017-04-22
1035924,60533,2683102,49,2017-02-10
1035931,26737,2673628,45,2017-01-23
1035940,19232,1765289,24,2017-02-19
1035950,15837,3377562,92,2017-05-07
1035959,69396,1355348,96,2017-05-05
1035969,24389,4898951,8,2017-02-20
1035978,52111,6724845,44,2017-05-29
1035980,55837,8284175,46,2017-05-15
1035983,31475,5078568,46,2017-03-03
1035987,37228,1760694,96,2017-03-19
1035990,63242,8539713,75,2017-01-09
1035992,68744,6520604,85,2017-05-24
1035993,16918,3401266,61,2017-03-08
1035995,68256,2938774,76,2017-03-24
1035997,58584,7925493,25,2017-02-11
1036003,28722,3321932,64,2017-02-20
1036007,11435,9175640,59,2017-03-20
1036017,44320,8457465,93,2017-04-30
1036020,58884,7557293,23,2017-02-26
1036027,40709,5788894,66,2017-02-09
1036032,41984,2594067,82,2017-05-09
1036037,24902,8993400,49,2017-01-09
1036044,41825,4378484,41,2017-04-13
1036045,39886,7246720,96,2017-01-11
1036051,35625,7321378,5,2017-01-11
1036053,38589,4878491,38,2017-05-26
1036058,62271,1923683,19,2017-04-20
1036065,12425,6574233,51,2017-02-07
1036066,45572,6671351,8,2017-04-01
1036074,13784,7505871,90,2017-01-12
1036078,51396,2457644,91,2017-03-24
1036085,12475,3514162,89,2017-01-02
1036088,52571,5339146,22,2017-05-27
1036098,35417,5600531,69,2017-03-30
1036108,70248,5683146,21,2017-04-11
1036115,34035,7818473,24,2017-05-15
1036119,10475,3532137,6,2017-01-06
1036120,69054,2536366,38,2017-01-17
1036128,43373,2846264,17,2017-05-26
1036130,17573,8806758,7,2017-05-08
1036135,24827,6110232,46,2017-05-16
1036145,54691,1881288,18,2017-01-15
1036146,20260,6889878,93,2017-04-16
1036156,67364,1981817,19,2017-05-11
1036157,46829,3846787,32,2017-03-23
1036158,45662,5538005,44,2017-02-26
1036167,17537,3991393,69,2017-03-13
1036176,60145,1891816,63,2017-03-26
1036185,47962,7667385,77,2017-03-19
1036192,69750,4352779,91,2017-03-17
1036197,47317,3015445,31,2017-05-14
1036206,38074,4653278,54,2017-04-09
1036213,26559,5118674,83,2017-03-23
1036221,17526,3755440,24,2017-02-28
1036225,41108,3471131,58,2017-05-02
1036235,35307,5363311,20,2017-04-21
1036240,67609,7591050,77,2017-05-31
1036242,64037,8178935,85,2017-03-17
1036246,23077,3209687,87,2017-02-20
1036256,55249,1740438,20,2017-02-07
1036257,49898,3990350,88,2017-01-30
1036259,50862,3716614,93,2017-01-29
1036260,61451,6875270,25,2017-01-20
1036268,13100,9127489,59,2017-01-11
1036271,57921,4440154,96,2017-01-28
1036272,17188,6784548,52,2017-03-11
1036278,64105,6708749,83,2017-03-07
1036283,14570,6922204,33,2017-04-25
1036284,19616,9017806,46,2017-04-17
1036285,23308,4447297,24,2017-04-11
1036288,42416,8353824,20,2017-01-05
1036289,34753,6210320,84,2017-05-28
1036294,57370,7638985,63,2017-04-23
1036300,36034,5627277,7,2017-03-01
1036306,51952,3592316,36,2017-03-11
1036313,32210,1460903,12,2017-05-23
1036323,11029,5425994,63,2017-05-29
1036325,16642,4119558,38,2017-02-15
1036333,67935,7957834,59,2017-03-28
1036338,50201,1642154,66,2017-03-07
1036345,55250,1576178,2,2017-01-18
1036352,57022,1467936,11,2017-05-31
1036359,30045,6179864,9,2017-05-06
1036361,24499,8617016,30,2017-03-25
1036364,67694,6416124,76,2017-01-16
1036366,29164,5175617,49,2017-03-03
1036368,63501,7004376,100,2017-04-21
1036373,54612,2584840,2,2017-05-08
1036380,63186,6283058,2,2017-04-17
1036388,25275,6552789,94,2017-06-01
1036391,50236,7004460,33,2017-04-21
1036395,34859,5239546,92,2017-03-02
1036397,41716,5811655,90,2017-03-10
1036401,67491,7088750,75,2017-04-04
1036403,44114,5085369,28,2017-03-31
1036409,27555,2141604,38,2017-05-14
1036411,12197,1735060,97,2017-03-09
1036418,29948,6156476,63,2017-01-12
1036419,58429,6101326,31,2017-05-27
1036424,46761,5823047,97,2017-01-30
1036425,45749,8351087,22,2017-01-03
1036430,56335,5067643,58,2017-05-27
1036440,61916,4861932,78,2017-04-20
1036449,23472,1378674,19,2017-03-15
1036451,65367,9259851,97,2017-04-21
1036457,15998,6085265,44,2017-04-06
1036465,64020,3058536,9,2017-03-26
1036472,31471,3362669,40,2017-05-26
1036480,63225,5085647,39,2017-04-22
1036483,65018,9055870,100,2017-01-18
1036490,36854,2003845,86,2017-04-16
1036498,21468,1478420,57,2017-03-21
1036499,13837,7218852,6,2017-03-17
1036508,36050,8398130,48,2017-06-01
1036513,55384,8668190,63,2017-05-28
1036519,39684,2078180,1,2017-01-06
1036526,25698,1687431,54,2017-03-19
1036527,64469,4146331,45,2017-05-27
1036529,37805,9050855,20,2017-02-19
1036535,41725,8517760,21,2017-02-27
1036545,56192,2724754,36,2017-03-18
1036547,16730,4793046,96,2017-01-01
1036549,12377,2851071,47,2017-02-02
1036558,46733,5351070,43,2017-04-18
1036559,20040,1909426,73,2017-01-18
1036569,32747,2282469,81,2017-03-22
1036571,64042,8389963,30,2017-04-21
1036574,56300,1353706,93,2017-01-04
1036582,25816,3469955,48,2017-02-06
1036583,32569,8908624,3,2017-05-01
1036588,64575,1930330,47,2017-05-12
1036590,56741,8339276,12,2017-02-24
1036595,45513,3288920,85,2017-05-21
1036596,53776,1987290,32,2017-01-26
1036598,49668,5723799,19,2017-03-09
1036602,46144,3918103,91,2017-04-16
1036609,26505,5776719,20,2017-03-28
1036612,43974,2842681,15,2017-04-13
1036616,59647,1502295,82,2017-05-15
1036625,33029,5319070,52,2017-02-28
1036630,36961,8234214,41,2017-05-21
1036634,27028,7327128,83,2017-02-19
1036638,45817,7244583,30,2017-04-08
1036643,12167,3567181,59,2017-03-20
1036644,18099,3606398,3,2017-05-29
1036654,22346,8512724,22,2017-04-18
1036659,22951,8054199,10,2017-02-16
1036663,36564,5312060,17,2017-03-01
1036669,24522,9339389,74,2017-05-06
1036674,58444,6888868,100,2017-02-15
1036681,66640,7710737,22,2017-03-26
1036687,22302,3629423,93,2017-04-21
1036691,43352,3950151,14,2017-02-26
1036700,34281,8611436,96,2017-04-27
1036701,57663,1512381,12,2017-05-14
1036707,24868,8876229,79,2017-03-23
1036717,66018,8364323,89,2017-01-14
1036720,22615,5980549,1,2017-01-28
1036729,65485,6855651,19,2017-02-24
1036735,48666,3057638,77,2017-02-04
1036736,57091,3014067,91,2017-04-08
1036741,36884,6088636,39,2017-04-30
1036751,23452,2345336,58,2017-04-20
1036757,16767,4530856,45,2017-02-05
1036767,45080,1804164,87,2017-02-22
1036768,43418,8800395,93,2017-02-05
1036778,61414,4650354,69,2017-01-05
1036787,67538,2062140,94,2017-03-31
1036788,53367,6333742,30,2017-01-04
1036795,46192,5474691,18,2017-03-16
1036803,38853,2619210,31,2017-03-30
1036813,13445,4481936,39,2017-05-03
1036823,26773,7826763,57,2017-01-24
1036829,52761,4403170,66,2017-04-09
1036838,42574,7418014,6,2017-03-14
1036842,18764,7713791,93,2017-05-27
1036844,24726,1385808,48,2017-02-02
1036850,58118,5458937,5,2017-05-04
1036852,60551,1969012,100,2017-03-23
1036855,60360,5047225,78,2017-04-17
1036862,65736,4386677,61,2017-03-17
1036872,53942,7421829,67,2017-03-12
1036874,58526,2549223,33,2017-05-27
1036880,27222,8063041,19,2017-02-04
1036889,62193,8089113,83,2017-03-17
1036894,66163,5829773,76,2017-04-08
1036904,24873,9076013,18,2017-05-18
1036907,30252,2836433,27,2017-03-31
